lemma,group,on_list
sheep,4,general
lover,4,general
rat,4,general
portrait,4,general
innocent,4,general
substitute,4,general
supplement,4,general
adjustment,4,general
reasonably,4,general
filter,4,general
flexible,4,general
abstract,4,general
tent,4,general
precise,4,general
distant,4,general
stranger,4,general
shade,4,general
grain,4,general
situate,4,general
summarize,4,general
leap,4,general
snap,4,general
probability,4,general
leather,4,general
uncertainty,4,general
swear,4,general
refugee,4,general
shore,4,general
monthly,4,general
comprise,4,general
stir,4,general
excitement,4,general
sigh,4,general
pregnancy,4,general
experimental,4,general
institutional,4,general
slice,4,general
wander,4,general
empire,4,general
subsequently,4,general
gentle,4,general
attendance,4,general
ownership,4,general
qualification,4,general
suspend,4,general
functional,4,general
voluntary,4,general
pale,4,general
stain,4,general
athlete,4,general
organic,4,general
tongue,4,general
server,4,general
structural,4,general
fool,4,general
alongside,4,general
unite,4,general
gently,4,general
compute,4,general
wipe,4,general
weird,4,general
gaze,4,general
fade,4,general
cough,4,general
hypothesis,4,general
royal,4,general
theoretical,4,general
curtain,4,general
mayor,4,general
darkness,4,general
aunt,4,general
tournament,4,general
registration,4,general
fragment,4,general
listener,4,general
tender,4,general
density,4,general
ugly,4,general
module,4,general
faithfully,4,general
autumn,4,general
cheek,4,general
attachment,4,general
holder,4,general
grin,4,general
noun,4,general
fortunate,4,general
alright,4,general
lazy,4,general
hello,4,general
hunger,4,general
insure,4,general
ashamed,4,general
found,4,general
thirst,4,general
two,1,general
three,1,general
four,1,general
five,1,general
million,1,general
six,1,general
hundred,1,general
ten,1,general
thousand,1,general
seven,1,general
eight,1,general
nine,1,general
billion,1,general
twenty,1,general
thirty,1,general
fifty,1,general
twelve,1,general
fifteen,1,general
nineteen,1,general
forty,1,general
zero,1,general
eighteen,1,general
eleven,1,general
sixteen,1,general
sixty,1,general
fourteen,1,general
eighty,1,general
seventy,1,general
seventeen,1,general
thirteen,1,general
ninety,1,general
trillion,1,general
august,1,general
july,1,general
monday,1,general
october,1,general
february,1,general
january,1,general
june,1,general
friday,1,general
saturday,1,general
sunday,1,general
wednesday,1,general
thursday,1,general
april,1,general
december,1,general
november,1,general
